SalePrice,Overall Qual,Gr Liv Area,Garage Area,Total Bsmt SF,Year Built,Full Bath,Year Remod/Add,Foundation_PConc,Mas Vnr Area,Fireplaces
329900,8,2358,784.0,1524.0,2005,2,2006,True,142.0,1
134800,5,900,576.0,900.0,1951,1,2000,False,0.0,0
108000,6,1092,264.0,525.0,1972,1,1972,False,504.0,0
177000,6,1913,342.0,896.0,1928,1,1950,False,0.0,1
149900,5,985,328.0,985.0,1977,2,1977,False,220.0,0
191000,6,1636,440.0,952.0,1998,2,1999,True,0.0,1
315500,9,1620,912.0,1620.0,2007,2,2008,True,70.0,1
175000,6,1308,497.0,635.0,1997,2,2006,True,0.0,0
220000,8,1358,418.0,1348.0,2002,1,2002,True,0.0,1
133000,6,1488,738.0,1488.0,1950,2,1950,False,44.0,1
194500,7,1895,409.0,712.0,1994,2,1996,True,0.0,1
139000,6,1638,384.0,967.0,1957,2,1957,False,327.0,0
175900,7,1569,660.0,1386.0,2007,2,2007,True,130.0,1
210000,6,1801,365.0,697.0,1930,1,1959,True,0.0,1
218000,5,1437,528.0,1437.0,1976,2,2004,False,0.0,1
155000,6,1575,400.0,216.0,1951,1,1951,False,522.0,1
88000,4,1092,286.0,546.0,1970,1,1970,False,0.0,0
113500,6,1142,384.0,160.0,1958,1,1958,False,82.0,1
177000,6,1470,388.0,794.0,1997,2,1997,True,0.0,0
135000,5,2080,504.0,1040.0,1969,1,1969,True,192.0,2
149900,5,833,495.0,833.0,1984,1,1984,False,0.0,0
200000,6,1671,484.0,1427.0,1978,2,1986,True,101.0,1
150000,4,1620,490.0,1281.0,1976,2,1993,False,0.0,1
294000,7,2167,518.0,1192.0,1974,2,2003,False,0.0,2
135000,5,1178,502.0,1090.0,1976,1,2003,True,0.0,0
139500,5,1627,420.0,797.0,1900,2,2006,False,0.0,0
272000,6,2872,619.0,1330.0,1977,2,1995,False,424.0,1
134000,7,1709,380.0,970.0,2004,2,2004,True,50.0,0
175900,7,1270,524.0,1270.0,2005,2,2006,True,0.0,0
119500,5,945,253.0,945.0,1973,1,1973,False,0.0,1
50138,4,952,330.0,756.0,1896,1,1950,False,0.0,0
134900,6,1176,624.0,698.0,1937,1,2000,False,0.0,0
85500,4,1092,286.0,546.0,1972,1,1972,False,0.0,0
156500,7,1690,624.0,560.0,1910,2,2008,True,0.0,0
372397,9,1792,925.0,1792.0,2005,2,2006,True,430.0,1
224500,7,1692,650.0,846.0,2009,2,2009,True,0.0,0
231713,7,1689,433.0,1689.0,2006,2,2007,True,0.0,0
275000,8,1904,736.0,1058.0,2005,2,2005,True,280.0,1
180000,7,1668,500.0,840.0,2003,2,2003,True,101.0,0
246578,7,1500,648.0,1356.0,2006,2,2006,True,45.0,1
130000,5,1038,264.0,1038.0,1984,2,1984,False,149.0,0
214000,6,1933,668.0,894.0,2007,2,2007,True,74.0,1
165000,5,1020,528.0,980.0,1964,2,2001,False,50.0,1
202900,8,1908,431.0,967.0,2002,2,2002,True,0.0,0
137000,4,1798,342.0,1075.0,1900,2,1950,True,0.0,0
204000,6,2237,440.0,712.0,1980,2,2006,True,0.0,1
279700,8,1494,478.0,1494.0,1994,1,1995,True,0.0,1
415298,9,2121,732.0,2121.0,2006,2,2007,True,315.0,1
123000,5,1092,264.0,1092.0,1966,1,1966,False,0.0,0
115000,5,890,308.0,890.0,1968,1,1968,False,0.0,0
180000,7,1509,393.0,783.0,2003,2,2003,True,0.0,1
292500,7,2840,1314.0,1420.0,1978,2,1978,True,168.0,2
171500,7,1341,506.0,1300.0,1990,1,1990,True,0.0,1
174500,7,1564,234.0,704.0,1941,1,1950,False,0.0,1
133500,5,864,338.0,864.0,1972,1,1972,False,0.0,1
257000,8,1844,620.0,1844.0,2005,2,2006,True,366.0,1
294323,7,2318,541.0,960.0,2005,2,2006,True,0.0,1
360000,9,1736,834.0,1736.0,2008,2,2008,True,302.0,1
114000,5,1232,480.0,616.0,1910,1,1950,False,0.0,0
90350,5,694,352.0,440.0,1913,1,2002,True,0.0,1
79500,5,935,308.0,742.0,1930,1,1960,False,0.0,0
202500,7,1621,440.0,1208.0,1984,2,1998,False,0.0,0
159000,5,1256,311.0,1256.0,1959,1,1959,True,0.0,0
119500,5,1302,264.0,630.0,1972,2,1972,False,268.0,0
315000,8,2726,691.0,279.0,1986,2,1986,False,0.0,1
383970,7,2696,792.0,1264.0,2007,2,2007,True,220.0,1
142500,6,1072,525.0,547.0,2005,1,2006,True,82.0,0
200000,7,2090,484.0,1107.0,1973,2,1973,False,240.0,2
127000,4,1531,209.0,756.0,1947,1,1979,False,0.0,1
124400,5,1051,264.0,1051.0,1966,1,1966,False,0.0,0
236500,8,1616,608.0,1595.0,1995,2,1996,True,0.0,1
97000,5,882,308.0,0.0,1956,1,1956,True,0.0,0
231000,6,1797,616.0,1152.0,1993,2,1994,True,0.0,1
196000,6,1306,624.0,1306.0,2005,2,2005,True,135.0,1
135000,5,1656,506.0,1656.0,1973,2,1973,False,564.0,0
206000,8,1226,484.0,1226.0,1978,1,1978,False,0.0,1
120000,5,1308,400.0,880.0,1915,2,1978,False,0.0,0
120000,5,1144,336.0,1144.0,1960,1,1960,False,69.0,1
137500,6,1054,480.0,936.0,1963,1,1963,True,156.0,0
105500,6,1092,440.0,525.0,1973,1,1973,False,514.0,0
197000,7,1909,529.0,872.0,2002,2,2002,True,0.0,0
372000,9,1802,843.0,1802.0,2006,2,2006,True,510.0,1
202500,6,1827,240.0,848.0,1924,1,1996,False,0.0,1
142250,5,1232,490.0,1232.0,1966,1,1966,False,172.0,0
86900,4,672,308.0,672.0,1940,1,2005,True,0.0,0
170000,7,1162,483.0,1162.0,2007,2,2007,True,0.0,0
141500,6,1436,228.0,585.0,1921,1,1950,False,0.0,1
225000,5,2008,230.0,896.0,1948,3,2002,False,0.0,0
106500,4,951,327.0,951.0,1936,1,1950,False,0.0,0
215700,6,1771,600.0,864.0,1997,2,1997,True,128.0,0
251000,8,1652,499.0,1494.0,2000,2,2000,True,0.0,0
80000,4,861,288.0,861.0,1920,1,1950,False,0.0,0
143000,6,1133,308.0,192.0,2008,1,2008,True,0.0,0
124000,5,1584,792.0,1584.0,1967,2,1967,False,0.0,0
75000,4,572,200.0,572.0,1925,1,1950,False,0.0,0
218689,7,1612,666.0,796.0,2008,2,2008,True,60.0,0
170000,5,1389,418.0,1389.0,1974,1,1975,False,0.0,1
85000,4,641,272.0,641.0,1925,1,1950,False,0.0,0
138887,5,1784,180.0,747.0,1914,1,1950,False,0.0,0
284700,5,3820,624.0,0.0,1959,3,1996,False,0.0,2
187100,7,1430,605.0,1413.0,2001,2,2002,True,0.0,0
246990,7,1511,398.0,1368.0,2002,2,2002,True,40.0,1
125000,5,825,720.0,825.0,1955,1,1995,False,0.0,0
201000,6,1560,580.0,1560.0,1960,1,1960,False,423.0,3
117000,5,833,326.0,833.0,1954,1,2000,False,0.0,0
111500,4,1951,576.0,938.0,1900,2,1950,True,0.0,0
257500,7,2133,312.0,1528.0,1941,1,1985,False,371.0,2
181000,7,1659,484.0,831.0,2004,2,2004,True,122.0,0
268000,8,2217,621.0,2217.0,1970,2,1970,True,0.0,1
148800,5,1120,656.0,864.0,1966,1,2004,True,165.0,1
122000,5,960,330.0,960.0,1955,1,1955,False,0.0,0
263000,8,2202,517.0,1105.0,1992,2,1993,True,309.0,1
175000,5,1280,432.0,793.0,1966,2,1966,False,87.0,1
264500,8,1836,517.0,1836.0,2008,2,2009,True,288.0,1
149900,5,1466,528.0,1466.0,1959,1,1959,False,132.0,2
228000,8,1592,484.0,1556.0,1994,2,1995,True,519.0,1
164000,6,1216,402.0,1216.0,1998,2,1998,True,116.0,0
114500,6,1176,528.0,816.0,1934,1,1950,True,0.0,1
500067,10,2290,1174.0,2320.0,2007,2,2007,True,970.0,1
178000,6,1491,571.0,1491.0,1996,2,1996,True,203.0,1
154000,5,1060,270.0,1060.0,1968,1,2001,False,0.0,1
143000,5,1473,452.0,1437.0,1968,1,2003,False,0.0,2
141000,5,864,732.0,864.0,1961,1,1961,False,0.0,0
158000,5,1141,568.0,1141.0,1967,1,1967,True,140.0,0
123000,5,1040,264.0,1040.0,1966,1,1966,False,442.0,0
111000,6,987,264.0,483.0,1973,1,1973,False,504.0,0
81000,3,894,1248.0,894.0,1935,1,1950,False,0.0,0
207000,7,1390,545.0,1390.0,2003,2,2003,True,0.0,0
119164,4,1656,440.0,801.0,1940,2,1985,False,0.0,0
123000,7,1055,440.0,1057.0,1975,2,1975,False,0.0,1
173000,5,1675,365.0,1422.0,1959,2,1959,False,90.0,2
271000,7,2127,525.0,1223.0,1994,2,1994,True,448.0,2
147000,5,1113,264.0,1113.0,1950,1,2007,False,0.0,1
184000,7,1540,495.0,754.0,1994,2,1994,True,0.0,0
147000,6,1055,542.0,1044.0,1973,1,2006,False,0.0,1
212500,7,1358,484.0,1350.0,2007,2,2008,True,176.0,1
187000,6,1710,506.0,832.0,1993,2,1993,True,120.0,0
158000,6,1352,299.0,663.0,1969,1,1969,False,143.0,0
229456,8,1314,552.0,1300.0,2009,2,2009,True,72.0,0
125000,4,1482,609.0,954.0,1954,2,1968,False,60.0,1
138000,5,990,480.0,990.0,1994,1,1995,True,0.0,0
144000,5,884,504.0,840.0,1983,1,1983,False,0.0,0
195000,6,1675,435.0,1666.0,1999,2,2000,True,0.0,0
127000,6,1312,649.0,784.0,1947,1,1950,False,0.0,0
138500,5,894,336.0,894.0,1965,1,2009,False,0.0,1
222000,7,2236,642.0,964.0,1997,2,1997,True,285.0,1
285000,9,1668,702.0,1626.0,2002,2,2002,True,215.0,1
190000,6,1844,546.0,1844.0,1977,2,1977,False,480.0,1
438780,10,2945,641.0,1410.0,2006,3,2006,True,1031.0,1
125000,6,948,410.0,948.0,1952,1,1952,False,0.0,0
281213,8,2482,642.0,1094.0,2005,2,2006,True,245.0,1
81400,3,1040,400.0,0.0,1950,2,1950,False,0.0,0
173500,7,1258,462.0,1246.0,2007,2,2007,True,0.0,0
205000,7,1964,483.0,803.0,1976,2,1976,False,660.0,1
315000,7,2365,551.0,1803.0,1971,2,2009,False,0.0,2
178000,7,1245,495.0,1235.0,2004,2,2005,True,0.0,0
224500,6,2154,539.0,845.0,1964,2,1997,False,306.0,1
315000,8,2727,440.0,853.0,1932,2,1994,False,0.0,2
123000,5,2168,576.0,760.0,1900,2,1993,False,0.0,0
200000,6,1688,603.0,616.0,1997,2,1997,True,0.0,0
234000,7,1557,420.0,1374.0,2003,2,2004,True,18.0,1
162900,5,1573,360.0,1078.0,1930,2,1992,True,0.0,1
187000,5,1375,323.0,1240.0,1956,1,1998,False,0.0,1
55000,2,1086,400.0,723.0,1920,1,1950,False,0.0,0
140000,6,1375,451.0,1367.0,1954,1,1954,False,0.0,1
236000,7,2256,554.0,952.0,2000,2,2000,True,0.0,1
418000,9,2758,814.0,1704.0,2005,2,2006,True,365.0,1
152000,6,1097,480.0,1040.0,1984,2,1985,True,0.0,0
118500,4,2230,440.0,795.0,1912,1,1950,True,0.0,0
264132,9,1506,592.0,1498.0,2008,2,2008,True,284.0,1
201000,8,1466,610.0,1466.0,2007,2,2007,True,0.0,0
135960,5,943,600.0,943.0,1979,1,1979,False,0.0,2
192000,7,1459,527.0,1459.0,2002,2,2002,True,100.0,1
141000,5,1150,300.0,1150.0,1959,1,1959,False,0.0,0
97000,6,987,288.0,483.0,1972,1,1972,False,425.0,0
158500,6,1093,484.0,1093.0,1966,2,1966,False,0.0,1
248000,8,2285,648.0,969.0,2000,2,2000,True,72.0,1
116000,6,1403,308.0,698.0,1915,1,1965,False,0.0,0
209500,8,1554,627.0,1554.0,2006,2,2006,True,108.0,1
119000,6,1480,207.0,972.0,1920,1,1950,False,0.0,0
176400,7,1143,588.0,1143.0,2004,1,2004,True,0.0,1
83500,4,1092,286.0,546.0,1973,1,1973,False,0.0,0
160250,5,1373,591.0,1319.0,1978,1,1978,False,0.0,2
229800,7,1876,848.0,1308.0,2005,2,2006,True,0.0,0
200000,7,1729,542.0,860.0,2002,2,2002,True,214.0,0
369900,8,2028,880.0,1868.0,2005,2,2006,True,208.0,2
111500,4,1657,162.0,1147.0,1920,1,1980,True,0.0,1
147000,5,1344,468.0,672.0,1920,1,1997,False,0.0,0
91000,3,1077,210.0,1007.0,1922,1,1950,False,0.0,1
239000,8,1571,722.0,1571.0,2007,2,2007,True,80.0,1
160500,6,1398,440.0,684.0,1976,1,2001,False,0.0,1
211000,6,2060,521.0,1151.0,1988,2,1989,True,268.0,1
109500,6,1068,288.0,1124.0,1923,1,1950,False,0.0,1
129000,5,894,450.0,894.0,1968,1,1968,False,0.0,1
287090,8,1578,840.0,1573.0,2008,2,2009,True,194.0,1
115000,5,1771,336.0,0.0,1960,1,2006,False,75.0,1
203135,7,1652,473.0,423.0,1994,2,2007,True,44.0,0
111750,5,1302,264.0,630.0,1972,2,1972,False,356.0,0
107900,4,901,281.0,901.0,1954,1,2000,False,0.0,0
300000,8,1786,715.0,1778.0,2002,2,2003,True,240.0,1
127500,6,864,300.0,864.0,1959,1,1959,False,0.0,0
394617,8,1932,774.0,1932.0,2008,2,2008,True,426.0,1
149500,6,1505,505.0,1505.0,1953,1,1953,False,90.0,1
125000,5,1164,240.0,1164.0,1950,1,1950,False,0.0,0
188000,5,1728,560.0,1728.0,1976,2,1976,False,0.0,0
168000,5,1437,576.0,1188.0,1956,1,1987,False,0.0,1
91300,5,886,273.0,190.0,1938,1,1996,False,0.0,0
91000,6,790,160.0,768.0,1930,1,1950,False,0.0,0
197000,7,3082,672.0,824.0,1920,2,1970,False,0.0,2
180000,7,1220,397.0,1220.0,2005,2,2006,True,16.0,1
185000,6,1644,460.0,941.0,1999,2,2000,True,0.0,1
176000,4,1132,451.0,1132.0,2005,1,2005,True,0.0,0
164000,7,1646,240.0,918.0,1941,2,1950,False,0.0,2
160000,6,1324,440.0,1088.0,1965,2,1965,False,101.0,1
120500,6,816,432.0,816.0,1930,1,2007,False,0.0,0
105000,3,1214,936.0,672.0,1915,1,1950,True,0.0,0
160000,5,1687,572.0,747.0,1948,1,1950,False,0.0,2
128900,5,1050,338.0,1050.0,1956,1,1956,False,0.0,0
112500,6,984,280.0,936.0,1954,1,1954,False,0.0,0
182900,6,1440,467.0,1440.0,1981,2,1981,False,310.0,1
150000,5,1588,480.0,768.0,1955,1,1967,False,0.0,0
146500,6,1298,240.0,651.0,1921,2,2005,False,0.0,1
255900,8,1606,871.0,1598.0,2006,2,2006,True,383.0,1
235000,7,1755,524.0,975.0,1991,2,2008,True,196.0,1
232000,8,1574,824.0,1574.0,2006,2,2006,True,53.0,1
103000,5,960,576.0,850.0,1926,1,1980,False,0.0,0
625000,10,3627,807.0,1930.0,1995,3,1996,True,1378.0,1
127500,6,1278,240.0,854.0,1954,1,1954,False,0.0,0
135000,5,1604,576.0,1604.0,1958,2,1958,False,0.0,0
197000,7,1725,550.0,539.0,1979,2,1979,False,96.0,1
174000,6,1284,480.0,1284.0,1984,2,1984,False,0.0,0
250764,6,1650,518.0,1632.0,1958,1,1958,False,0.0,2
104500,5,1304,336.0,264.0,1977,1,1977,True,0.0,1
190000,5,2620,600.0,1361.0,1977,2,1977,False,1.0,1
227000,8,1588,825.0,1588.0,2006,2,2006,True,410.0,1
197900,6,1724,480.0,1680.0,1967,1,1976,False,359.0,1
194000,7,1352,466.0,1352.0,2006,2,2007,True,0.0,1
96900,3,1376,216.0,738.0,1905,1,1950,False,0.0,0
147000,6,1207,264.0,1135.0,1962,1,1985,False,161.0,0
118000,5,864,308.0,864.0,1959,1,1959,False,0.0,0
249000,7,2673,441.0,1043.0,1980,2,1991,False,229.0,1
260000,7,1488,506.0,1488.0,2004,2,2005,True,0.0,1
203160,7,1737,578.0,851.0,2006,2,2006,True,0.0,0
184000,7,1686,462.0,891.0,2005,2,2005,True,172.0,0
124000,5,1144,336.0,1144.0,1963,1,1963,False,0.0,0
120000,6,1158,208.0,862.0,1929,1,1950,False,0.0,1
163000,6,1912,672.0,482.0,1905,2,2000,False,0.0,1
78000,5,899,200.0,481.0,1910,1,1950,False,0.0,0
93000,5,1142,320.0,468.0,1924,1,1950,False,444.0,0
280000,8,1924,592.0,1086.0,1998,2,1998,True,530.0,1
82500,7,1411,544.0,1386.0,1977,2,1977,False,209.0,1
164500,7,1334,477.0,1334.0,1967,2,1967,False,264.0,0
223000,6,1844,540.0,1844.0,1969,2,1969,False,312.0,1
115400,4,1005,440.0,1005.0,1964,1,1964,False,0.0,0
173000,6,1632,484.0,800.0,1966,1,2000,False,252.0,0
160000,6,1694,398.0,392.0,1994,2,1994,True,32.0,1
180000,7,1339,484.0,1309.0,1990,2,1990,False,54.0,1
156000,5,990,576.0,990.0,1995,1,1995,True,0.0,0
260000,7,1734,660.0,1734.0,2005,2,2005,True,0.0,0
109500,5,1040,625.0,0.0,1950,1,1950,False,0.0,0
184100,8,1419,527.0,408.0,2002,2,2002,True,0.0,1
425000,9,1978,920.0,1978.0,2007,2,2007,True,290.0,1
242000,7,2069,505.0,585.0,1960,2,2007,False,0.0,1
122500,5,1365,440.0,765.0,1971,1,1971,False,376.0,0
395192,9,1940,606.0,1930.0,2009,2,2010,True,450.0,1
157000,5,1178,439.0,1176.0,1973,1,2000,False,0.0,1
153600,5,1064,528.0,1064.0,1967,1,1967,False,305.0,1
100000,6,987,264.0,483.0,1973,1,1973,False,158.0,0
177500,6,1200,521.0,1200.0,1995,2,1995,True,0.0,0
220000,7,1541,532.0,1541.0,2005,2,2005,True,226.0,1
103000,5,1836,288.0,686.0,1900,2,1950,False,0.0,0
130000,5,1316,484.0,926.0,1929,1,2001,False,0.0,0
139600,3,1733,452.0,0.0,1955,2,1955,False,0.0,1
200000,7,1694,434.0,569.0,1997,2,1998,True,0.0,1
134500,5,999,300.0,925.0,1962,1,1962,False,0.0,0
235000,7,1525,541.0,1525.0,2000,2,2000,True,244.0,0
190000,6,2544,907.0,1248.0,1969,2,1969,False,480.0,0
221370,8,1324,550.0,1324.0,2006,2,2006,True,176.0,1
177500,5,2140,549.0,744.0,1965,2,1965,False,0.0,1
135000,5,1174,576.0,680.0,1900,1,2006,False,0.0,1
286000,8,1976,885.0,1044.0,1998,2,1998,True,242.0,1
239686,7,2149,670.0,1434.0,2003,1,2003,True,0.0,1
155000,5,1422,576.0,925.0,1970,1,1990,False,0.0,0
194500,7,1232,632.0,1232.0,2007,2,2007,True,82.0,0
160000,6,1116,440.0,1116.0,1962,1,1962,False,261.0,0
144900,5,960,300.0,960.0,1963,1,2003,False,0.0,0
165600,6,1501,420.0,697.0,1993,2,1994,True,112.0,1
174000,7,1240,528.0,1265.0,1985,2,1985,False,0.0,0
290000,8,2270,671.0,1152.0,1999,2,2007,True,348.0,1
122000,5,1298,256.0,720.0,1941,1,1950,False,0.0,2
99500,4,1315,436.0,808.0,1958,2,1958,False,0.0,0
98000,4,1436,528.0,676.0,1910,2,2000,False,0.0,0
291000,9,2172,687.0,1519.0,2000,2,2000,True,295.0,1
215000,6,1889,431.0,982.0,2000,2,2000,True,0.0,1
142500,5,1059,286.0,1059.0,1966,1,1966,False,0.0,0
235000,7,1865,839.0,992.0,2000,2,2000,True,0.0,1
188000,6,1696,542.0,835.0,2003,2,2003,True,0.0,0
184500,7,1374,400.0,384.0,2004,2,2004,True,0.0,1
133900,6,2291,506.0,1214.0,1910,2,1998,False,0.0,1
209000,7,1653,628.0,812.0,2003,2,2003,True,0.0,0
316600,8,2132,612.0,1496.0,1983,1,2009,False,0.0,1
127500,6,1367,560.0,884.0,1931,1,1950,False,0.0,1
193800,8,1565,476.0,1511.0,2006,2,2007,True,36.0,0
545224,10,3390,758.0,1528.0,2006,3,2006,True,662.0,1
127500,6,1040,320.0,1040.0,1925,1,1992,False,0.0,0
131000,5,902,484.0,864.0,1983,1,1983,False,0.0,0
123000,4,1136,336.0,704.0,1929,1,1950,True,0.0,0
310090,9,1666,575.0,1666.0,2006,2,2006,True,572.0,1
295493,8,1630,860.0,1622.0,2008,2,2008,True,270.0,1
135000,5,1488,569.0,0.0,1952,1,2002,False,232.0,1
180000,6,1256,578.0,1256.0,1986,2,1986,False,228.0,1
157500,7,1472,484.0,0.0,1959,2,1959,False,58.0,1
153900,6,1199,530.0,1199.0,1993,2,1993,True,0.0,0
126000,5,1656,288.0,624.0,1967,1,1967,False,0.0,1
145000,5,1056,572.0,1056.0,1955,1,1955,False,0.0,0
169990,6,1316,397.0,1316.0,2005,2,2006,True,0.0,1
171000,7,1959,766.0,1907.0,1988,3,1989,False,70.0,0
309000,8,2452,691.0,1117.0,2004,3,2005,True,132.0,1
120000,6,1182,378.0,770.0,1945,1,1950,False,0.0,0
201800,7,1820,492.0,864.0,1965,1,1988,False,288.0,2
235000,7,2064,550.0,2048.0,1978,2,1978,False,383.0,2
167240,7,1248,438.0,1248.0,2005,2,2006,True,16.0,0
555000,10,2402,672.0,3094.0,2008,2,2008,True,200.0,2
110000,5,1203,352.0,709.0,1950,1,1950,False,161.0,1
188000,6,1658,431.0,773.0,1995,2,1996,True,0.0,1
150000,5,1582,250.0,952.0,1938,2,1950,False,0.0,1
552000,10,2492,949.0,2492.0,2004,2,2005,True,730.0,1
169900,6,1034,888.0,1012.0,1976,1,1976,False,335.0,0
119000,5,988,264.0,988.0,1958,1,1958,False,0.0,0
143450,6,1152,412.0,912.0,1968,1,1968,False,41.0,0
99000,5,925,300.0,0.0,1961,1,1961,False,0.0,0
139950,5,1144,456.0,1144.0,1961,1,1961,False,136.0,0
172000,6,1329,312.0,1329.0,1958,1,1958,False,108.0,0
153000,5,1313,610.0,1313.0,1961,1,1995,False,217.0,1
68104,2,845,256.0,0.0,1939,1,1950,False,0.0,0
225000,7,1983,490.0,978.0,1999,2,1999,True,344.0,1
144500,6,848,420.0,848.0,2004,1,2004,True,169.0,1
131250,6,1091,429.0,384.0,1993,1,1996,False,0.0,0
80000,4,924,280.0,672.0,1941,1,1950,False,0.0,0
130000,4,864,576.0,864.0,1971,1,2006,False,0.0,0
113000,6,1218,264.0,672.0,1973,1,1973,False,285.0,0
126000,6,856,399.0,856.0,1939,1,1950,False,0.0,1
132500,6,1412,280.0,780.0,1939,1,1950,False,0.0,1
225000,7,2243,746.0,700.0,1990,2,1991,False,246.0,1
161750,6,1392,299.0,689.0,1977,1,1977,False,153.0,0
125500,5,864,294.0,864.0,1962,1,1962,False,0.0,0
260000,7,2061,647.0,1070.0,1995,2,1996,True,286.0,1
231000,8,1512,180.0,798.0,1925,2,1997,True,0.0,1
13100,1,733,487.0,0.0,1952,1,1952,False,0.0,0
184000,7,1479,484.0,725.0,1972,1,2004,False,138.0,0
135500,5,1393,300.0,816.0,1955,1,1955,True,0.0,0
209000,6,2559,506.0,868.0,1989,2,1989,False,232.0,1
168165,7,1458,454.0,608.0,2006,2,2007,True,44.0,0
245000,7,1409,576.0,1409.0,2002,1,2002,True,0.0,1
240000,7,2098,621.0,1040.0,1997,2,1997,True,0.0,1
335000,9,1743,927.0,1739.0,2008,2,2008,True,284.0,1
211500,8,1226,484.0,1226.0,1981,1,1981,False,0.0,2
139000,5,1436,1488.0,892.0,1922,1,1950,False,0.0,1
147900,5,1097,242.0,1097.0,1996,1,1996,True,0.0,0
157900,5,1188,312.0,1188.0,1962,1,1962,False,189.0,0
240000,7,1710,550.0,1710.0,2004,2,2005,True,108.0,1
145000,5,1728,576.0,1728.0,1965,2,1965,False,0.0,0
97900,4,936,265.0,624.0,1948,1,1950,False,0.0,0
538000,8,3279,841.0,1650.0,2003,3,2003,True,603.0,1
181000,6,1690,463.0,924.0,2000,2,2000,True,0.0,1
139000,5,1121,480.0,1121.0,1963,1,1963,True,0.0,0
118000,5,1128,286.0,936.0,1954,1,1954,False,0.0,0
181000,6,1337,511.0,1405.0,1998,2,1999,True,0.0,0
186800,7,1400,612.0,1400.0,2005,2,2006,True,118.0,0
190000,6,1419,543.0,1487.0,2002,2,2002,True,0.0,0
213000,5,1621,478.0,1621.0,1975,2,1975,False,161.0,2
90000,6,984,308.0,984.0,1930,1,1950,False,0.0,0
128500,5,1612,363.0,988.0,1950,1,1997,False,0.0,0
106000,6,987,280.0,483.0,1970,1,1970,False,127.0,0
205000,7,1541,843.0,1541.0,2001,2,2002,True,150.0,1
171000,6,1716,490.0,858.0,1962,1,1962,False,318.0,1
124000,5,1040,499.0,1040.0,1975,1,1975,True,0.0,0
135000,4,1470,548.0,941.0,1954,2,1972,True,0.0,0
174000,7,1682,530.0,1304.0,1970,2,1970,True,288.0,1
132000,5,1453,240.0,835.0,1942,1,1950,False,300.0,2
95000,3,1699,420.0,978.0,1900,2,1970,False,0.0,0
143195,5,1076,576.0,1076.0,1975,1,1975,False,176.0,1
166800,6,1570,441.0,1395.0,1958,1,1958,False,187.0,1
139500,5,1008,280.0,1008.0,1952,1,2003,False,0.0,0
277000,6,2144,389.0,1444.0,1958,2,2006,False,472.0,2
115000,4,1005,672.0,1005.0,1955,1,1955,False,0.0,1
134500,5,1008,240.0,1008.0,1953,1,2006,False,0.0,0
426000,10,2332,846.0,1682.0,2007,2,2008,True,272.0,1
206900,6,2112,576.0,952.0,1969,2,1969,False,0.0,2
143000,5,1050,336.0,1043.0,1971,1,1971,False,178.0,0
178900,6,1484,393.0,783.0,2005,2,2007,True,0.0,1
126000,5,1134,240.0,756.0,1940,1,1950,False,0.0,0
159000,6,1394,514.0,1394.0,1963,1,1963,False,247.0,2
134900,5,858,576.0,858.0,1982,1,1982,False,0.0,0
144000,6,848,420.0,848.0,2003,1,2004,True,170.0,0
146500,6,1521,640.0,741.0,1910,1,2002,True,0.0,0
130000,5,907,308.0,876.0,1977,1,1977,False,0.0,0
145000,5,1314,294.0,1314.0,1957,1,1957,False,0.0,0
125000,5,1078,264.0,1054.0,1925,1,1950,False,0.0,0
181316,6,1516,409.0,707.0,1994,2,1995,True,0.0,1
146500,5,1644,312.0,728.0,1942,1,1995,False,224.0,2
215000,5,1392,650.0,1441.0,2002,2,2002,True,166.0,1
160000,7,1252,462.0,600.0,1999,2,2000,True,212.0,0
302000,7,1824,739.0,1643.0,1971,2,2002,False,351.0,2
155000,6,1348,453.0,660.0,1966,1,1966,False,266.0,1
179900,7,1944,216.0,672.0,1915,2,1994,False,0.0,0
185900,7,1651,450.0,831.0,1999,2,1999,True,0.0,1
280000,7,2172,947.0,1063.0,2006,2,2006,True,350.0,1
133000,5,914,368.0,914.0,1970,1,2002,False,32.0,0
240050,6,2411,570.0,1008.0,1970,2,1970,False,525.0,1
125500,5,1360,297.0,803.0,1938,1,1995,False,0.0,0
405749,9,2640,792.0,2036.0,2006,3,2006,True,0.0,1
170000,8,1586,480.0,960.0,1999,2,1999,True,466.0,0
181000,6,1675,502.0,841.0,1999,2,1999,True,0.0,1
139500,6,1456,308.0,728.0,1915,1,2005,False,0.0,0
130000,5,1411,310.0,1204.0,1955,1,1975,False,0.0,1
228000,8,1707,511.0,1686.0,1981,2,1981,False,653.0,1
106500,4,992,297.0,530.0,1970,1,1970,False,0.0,0
300000,9,1638,495.0,1614.0,2000,2,2000,True,260.0,1
249000,7,1506,672.0,1494.0,2005,2,2006,True,143.0,1
173000,6,1167,400.0,1158.0,1992,2,1992,True,106.0,0
128500,5,1382,660.0,720.0,1941,1,1950,False,0.0,0
277500,9,1561,556.0,1561.0,2005,2,2005,True,246.0,1
140200,6,1577,312.0,972.0,1939,1,1950,False,0.0,1
176000,6,1137,551.0,1112.0,1987,2,1987,False,72.0,1
168000,7,1424,312.0,1228.0,1921,2,1950,False,174.0,1
266000,8,1939,1053.0,1095.0,2006,2,2006,True,0.0,1
313000,9,2153,736.0,1440.0,2000,2,2000,True,204.0,2
256000,8,1660,660.0,1660.0,2007,2,2007,True,292.0,1
